id,en_word,type,definition,classification,source
i60925,walking stick,noun,a stick carried in the hand for support in walking,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i60926,walkman,noun,(trademark) a pocket-sized stereo system with light weight earphones,Common,LLM (ministral-3:14b)
i60928,walk-up apartment,noun,an apartment in a building without an elevator,Common,LLM (ministral-3:14b)
i36945,walk-through,noun,the act of walking in order to view something,Common,LLM (ministral-3:14b) (LLM Selected Sense #3)
i60930,wall,noun,an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i60933,wallboard,noun,a wide flat board used to cover walls or partitions; made from plaster or wood pulp or other materials and used primarily to form the interior walls of houses,Common,LLM (ministral-3:14b)
i60934,wall clock,noun,a clock mounted on a wall,Common,LLM (ministral-3:14b)
i60935,wallet,noun,a pocket-size case for holding papers and paper money,Common,LLM (ministral-3:14b)
i60936,wall panel,noun,paneling that forms part of a wall,Common,LLM (ministral-3:14b)
i60937,wall plate,noun,"plate (a timber along the top of a wall) to support the ends of joists, etc., and distribute the load",Common,LLM (ministral-3:14b)
i60938,wall socket,noun,receptacle providing a place in a wiring system where current can be taken to run electrical devices,Common,LLM (ministral-3:14b)
i60939,wall tent,noun,a canvas tent with four vertical walls,Common,LLM (ministral-3:14b)
i60940,wall unit,noun,a piece of furniture having several units that stands against one wall of a room,Common,LLM (ministral-3:14b)
i105846,wand,noun,a thin supple twig or rod,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i94027,ward,noun,a person who is under the protection or in the custody of another,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i60947,wardrobe,noun,collection of clothing belonging to one person,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i56156,ware,noun,commodities offered for sale,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i60951,warehouse,noun,a storehouse for goods and merchandise,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i48077,warhorse,noun,horse used in war,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i60959,warplane,noun,an aircraft designed and used for combat,Common,LLM (ministral-3:14b)
i60960,war room,noun,a room where strategic decisions are made (especially for military or political campaigns),Common,LLM (ministral-3:14b)
i60961,warship,noun,a government ship that is available for waging war,Common,LLM (ministral-3:14b)
i36736,wash,noun,the work of cleansing (usually with soap and water),Core,LLM (ministral-3:14b) (LLM Selected Sense #1)
i60966,washbasin,noun,a bathroom sink that is permanently installed and connected to a water supply and drainpipe; where you can wash your hands and face,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i60968,washboard,noun,device consisting of a corrugated surface to scrub clothes on,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i60969,washcloth,noun,bath linen consisting of a piece of cloth used to wash the face and body,Common,LLM (ministral-3:14b)
i60970,washer,noun,a home appliance for washing clothes and linens automatically,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i60973,washington monument,noun,a stone obelisk built in Washington in 1884 to honor George Washington; 555 feet tall,Common,LLM (ministral-3:14b)
i60974,washroom,noun,a lavatory (particularly a lavatory in a public place),Common,LLM (ministral-3:14b)
i60977,wastepaper basket,noun,a container with an open top; for discarded paper and other rubbish,Common,LLM (ministral-3:14b)
i32507,watch,verb,look attentively,Core,LLM (ministral-3:14b) (LLM Selected Sense #6)
i60984,watchtower,noun,an observation tower for a lookout to watch over prisoners or watch for fires or enemies,Common,LLM (ministral-3:14b)
i60987,water bed,noun,a bed with a mattress made of strong plastic that is filled with water,Common,LLM (ministral-3:14b)
i60988,water bottle,noun,a bottle for holding water,Common,LLM (ministral-3:14b)
i60994,water closet,noun,a toilet in Britain,Common,LLM (ministral-3:14b)
i60996,watercolor,noun,a water-base paint (with water-soluble pigments); used by artists,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i60998,water cooler,noun,a device for cooling and dispensing drinking water,Common,LLM (ministral-3:14b)
i86413,watercourse,noun,natural or artificial channel through which water flows,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i61000,water faucet,noun,a faucet for drawing water from a pipe or cask,Common,LLM (ministral-3:14b)
i61001,water filter,noun,a filter to remove impurities from the water supply,Common,LLM (ministral-3:14b)
i61003,water glass,noun,a glass for drinking water,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i61004,water hazard,noun,hazard provided by ponds of water that the golfer must avoid,Common,LLM (ministral-3:14b)
i61005,water heater,noun,a heater and storage tank to supply heated water,Common,LLM (ministral-3:14b)
i61006,watering can,noun,a container with a handle and a spout with a perforated nozzle; used to sprinkle water over plants,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i61009,water jug,noun,a jug that holds water,Common,LLM (ministral-3:14b)
i63956,water level,noun,the level of the surface of a body of water,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i61012,water main,noun,main (a pipe or conduit) for conveying water,Common,LLM (ministral-3:14b)
i61013,water meter,noun,meter for measuring the quantity of water passing through a particular outlet,Common,LLM (ministral-3:14b)
i61014,water mill,noun,a mill powered by a water wheel,Common,LLM (ministral-3:14b)
i61015,water pistol,noun,plaything consisting of a toy pistol that squirts water,Common,LLM (ministral-3:14b)
i7625,waterproof,adjective,not permitting the passage of water,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i61018,water pump,noun,the pump in the cooling system of an automobile that cause the water to circulate,Common,LLM (ministral-3:14b)
i61019,water scooter,noun,a motorboat resembling a motor scooter,Common,LLM (ministral-3:14b)
i31422,water ski,verb,ride water skis,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i98168,waterspout,noun,a tornado passing over water and picking up a column of water and mist,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i61023,water system,noun,a facility that provides a source of water,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i61024,water tower,noun,a large reservoir for water,Common,LLM (ministral-3:14b)
i61027,waterwheel,noun,a wheel with buckets attached to its rim; raises water from a stream or pond,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i61028,water wings,noun,a life preserver consisting of a connected pair of inflatable bags that fit under a person's arms and provide buoyancy; used by children learning to swim,Common,LLM (ministral-3:14b)
i61034,waxwork,noun,an effigy (usually of a famous person) made of wax,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i61035,way,noun,any artifact consisting of a road or path affording passage from one place to another,Core,LLM (ministral-3:14b) (LLM Selected Sense #5)
i61036,ways,noun,structure consisting of a sloping way down to the water from the place where ships are built or repaired,Common,LLM (ministral-3:14b)
i61037,wayside,noun,edge of a way or road or path,Common,LLM (ministral-3:14b)
i61038,weapon,noun,any instrument or instrumentality used in fighting or hunting,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i61045,weather map,noun,(meteorology) a map showing the principal meteorological elements at a given time and over an extended region,Common,LLM (ministral-3:14b)
i61049,weather strip,noun,a narrow strip of material to cover the joint of a door or window to exclude the cold,Common,LLM (ministral-3:14b)
i61050,weathervane,noun,mechanical device attached to an elevated structure; rotates freely to show the direction of the wind,Common,LLM (ministral-3:14b)
i29322,weave,verb,interlace by or as if by weaving,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i81445,web,noun,an interconnected system of things or people,Core,LLM (ministral-3:14b) (LLM Selected Sense #3)
i61056,webcam,noun,a digital camera designed to take digital photographs and transmit them over the internet,Common,LLM (ministral-3:14b)
i61057,wedding picture,noun,photographs of bride and groom and their friends taken at their wedding,Common,LLM (ministral-3:14b)
i61058,wedding ring,noun,a ring (usually plain gold) given to the bride (and sometimes one is also given to the groom) at the wedding,Common,LLM (ministral-3:14b)
i61062,wedgie,noun,a shoe with a wedge heel,Common,LLM (ministral-3:14b)
i61064,weeder,noun,a hand tool for removing weeds,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i61065,weeds,noun,a black garment (dress) worn by a widow as a sign of mourning,Common,LLM (ministral-3:14b)
i105476,weed,noun,any plant that crowds out cultivated plants,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i61067,weekender,noun,a small suitcase to carry clothing and accessories for a weekend trip,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i29715,weld,verb,join together by heating,Common,LLM (ministral-3:14b) (LLM Selected Sense #3)
i61089,wet suit,noun,a close-fitting garment made of a permeable material; worn in cold water (as by skin divers) to retain body heat,Common,LLM (ministral-3:14b)
i61090,whacker,noun,something especially big or impressive of its kind,Common,LLM (ministral-3:14b)
i61096,wheel,noun,a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines),Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i61098,wheel and axle,noun,hoist so arranged that a rope unwinding from a wheel is wound onto a cylindrical drum or shaft coaxial with the wheel,Common,LLM (ministral-3:14b)
i61099,wheelchair,noun,a movable chair mounted on large wheels; for invalids or those who cannot walk; frequently propelled by the occupant,Common,LLM (ministral-3:14b)
i61100,wheeled vehicle,noun,a vehicle that moves on wheels and usually has a container for transporting things or people,Common,LLM (ministral-3:14b)
i28780,whip,verb,beat severely with a whip or rod,Common,LLM (ministral-3:14b) (LLM Selected Sense #5)
i28904,whisk,verb,brush or wipe off lightly,Common,LLM (ministral-3:14b) (LLM Selected Sense #4)
i61116,whiskey bottle,noun,a bottle for holding whiskey,Common,LLM (ministral-3:14b)
i61117,whiskey jug,noun,a jug that contains whiskey,Common,LLM (ministral-3:14b)
i32671,whistle,verb,make whistling sounds,Common,LLM (ministral-3:14b) (LLM Selected Sense #5)
i61123,white flag,noun,flag consisting of a piece of white cloth that is hoisted to signal surrender or to ask for a truce,Common,LLM (ministral-3:14b)
i61125,white goods,noun,large electrical home appliances (refrigerators or washing machines etc.) that are typically finished in white enamel,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i61126,white house,noun,the government building that serves as the residence and office of the President of the United States,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i28003,whitewash,verb,cover with whitewash,Common,LLM (ministral-3:14b) (LLM Selected Sense #4)
i61132,wick,noun,a loosely woven cord (in a candle or oil lamp) that draws fuel by capillary action up into the flame,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i61134,wicker,noun,work made of interlaced slender branches (especially willow branches),Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i61135,wicker basket,noun,a basket made of wickerwork,Common,LLM (ministral-3:14b)
i61137,wicket,noun,small gate or door (especially one that is part of a larger door),Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i61144,wide screen,noun,a projection screen that is much wider than it is high,Common,LLM (ministral-3:14b)
i61148,wig,noun,hairpiece covering the head and made of real or synthetic hair,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i61150,wild card,noun,a playing card whose value can be determined by the person who holds it,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i103714,willow,noun,any of numerous deciduous trees and shrubs of the genus Salix,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i61158,winch,noun,lifting device consisting of a horizontal cylinder turned by a crank on which a cable or rope winds,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i61160,windbreak,noun,hedge or fence of trees designed to lessen the force of the wind and reduce erosion,Common,LLM (ministral-3:14b)
